2026-04-06 23:12:26,530 | INFO     | explorer.server | UI static files served from: ui
2026-04-06 23:12:26,532 | INFO     | explorer.server | API server running at http://127.0.0.1:5100
2026-04-06 23:12:26,848 | INFO     | explorer.server | 📡 WebSocket client connected (1 total)
2026-04-06 23:12:26,919 | INFO     | explorer.server | 📡 WebSocket client connected (2 total)
2026-04-06 23:12:27,208 | INFO     | explorer.server | 📡 WebSocket client connected (3 total)
2026-04-06 23:12:29,203 | INFO     | explorer.server | 📡 WebSocket client connected (4 total)
2026-04-06 23:12:29,358 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:12:29 +0200] "GET /api/status HTTP/1.1" 200 436 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:12:29,368 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:12:29 +0200] "GET /api/screens HTTP/1.1" 200 311 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:12:29,374 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:12:29 +0200] "GET /api/stories HTTP/1.1" 200 311 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:12:29,380 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:12:29 +0200] "GET /api/graph HTTP/1.1" 200 452 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:12:29,707 | INFO     | explorer.server | 📡 WebSocket client disconnected (3 remaining)
2026-04-06 23:12:29,712 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:12:26 +0200] "GET /ws/live HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:12:29,722 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:12:29 +0200] "GET /api/status HTTP/1.1" 200 436 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:12:29,729 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:12:29 +0200] "GET /api/screens HTTP/1.1" 200 311 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
