2026-04-07 00:23:16,388 | INFO     | explorer.server | UI static files served from: C:\Users\rylan\Documents\Github\opentelemetry-demo\src\react-native-explorer\ui
2026-04-07 00:23:16,390 | INFO     | explorer.server | API server running at http://127.0.0.1:5100
2026-04-07 00:23:16,584 | INFO     | explorer.mcp | MCP: Starting connection...
2026-04-07 00:23:16,665 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:16 +0200] "GET /api/graph HTTP/1.1" 200 18260 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:16,705 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:16 +0200] "GET / HTTP/1.1" 200 341 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:18,658 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:18 +0200] "GET /index.html HTTP/1.1" 304 179 "http://localhost:5100/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:18,679 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:18 +0200] "GET /assets/index-CR3pGX5j.css HTTP/1.1" 304 179 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:18,682 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:18 +0200] "GET /assets/index-wYYBW68i.js HTTP/1.1" 200 253 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:18,767 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:18 +0200] "GET /api/screens HTTP/1.1" 200 3894 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:18,772 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:18 +0200] "GET /api/stories HTTP/1.1" 200 160 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:18,774 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:18 +0200] "GET /api/status HTTP/1.1" 200 350 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:18,778 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:18 +0200] "GET /api/screens HTTP/1.1" 200 3894 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:18,787 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:18 +0200] "GET /api/graph HTTP/1.1" 200 18260 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:19,068 | INFO     | explorer.server | 📡 WebSocket client connected (1 total)
2026-04-07 00:23:19,645 | INFO     | explorer.server | 📡 WebSocket client connected (2 total)
2026-04-07 00:23:19,863 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:19 +0200] "GET /api/screens HTTP/1.1" 200 3894 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:19,865 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:19 +0200] "GET /api/screens HTTP/1.1" 200 3894 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:23:19,870 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:23:19 +0200] "GET /api/screenshots/20260406_234747_927398.png HTTP/1.1" 404 199 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
