2026-04-07 00:03:04,610 | INFO     | explorer.server | UI static files served from: C:\Users\rylan\Documents\Github\opentelemetry-demo\src\react-native-explorer\ui
2026-04-07 00:03:04,612 | INFO     | explorer.server | API server running at http://127.0.0.1:5100
2026-04-07 00:03:06,205 | INFO     | explorer.server | 📡 WebSocket client connected (1 total)
2026-04-07 00:03:07,124 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:03:07 +0200] "GET /api/graph HTTP/1.1" 200 4307 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:03:09,699 | INFO     | explorer.server | 📡 WebSocket client disconnected (0 remaining)
2026-04-07 00:03:09,700 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:03:06 +0200] "GET /ws/live HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:03:36,915 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:03:36 +0200] "GET / HTTP/1.1" 200 341 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:03:38,937 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:03:38 +0200] "GET /index.html HTTP/1.1" 304 179 "http://127.0.0.1:5100/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:03:38,961 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:03:38 +0200] "GET /assets/index-DsWwc_nl.js HTTP/1.1" 304 180 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:03:38,963 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:03:38 +0200] "GET /assets/index-CR3pGX5j.css HTTP/1.1" 304 179 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:03:39,059 | INFO     | explorer.server | 📡 WebSocket client connected (1 total)
