2026-04-06 23:35:47,304 | INFO     | explorer.server | UI static files served from: ui
2026-04-06 23:35:47,307 | INFO     | explorer.server | API server running at http://127.0.0.1:5100
2026-04-06 23:35:47,773 | INFO     | explorer.server | 📡 WebSocket client connected (1 total)
2026-04-06 23:35:50,200 | INFO     | explorer.server | 📡 WebSocket client connected (2 total)
2026-04-06 23:35:58,000 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:35:58 +0200] "GET / HTTP/1.1" 200 302 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:00,345 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:00 +0200] "GET /index.html HTTP/1.1" 200 239 "http://127.0.0.1:5100/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:00,465 | INFO     | explorer.server | 📡 WebSocket client connected (3 total)
2026-04-06 23:36:00,471 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:00 +0200] "GET /api/status HTTP/1.1" 200 308 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:00,477 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:00 +0200] "GET /api/agent/logs HTTP/1.1" 200 171 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:00,483 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:00 +0200] "GET /api/screens HTTP/1.1" 200 1408 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:00,530 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:00 +0200] "GET /api/stories HTTP/1.1" 200 160 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:00,573 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:00 +0200] "GET /api/graph HTTP/1.1" 200 5693 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:02,474 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:02 +0200] "GET /api/status HTTP/1.1" 200 308 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:02,480 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:02 +0200] "GET /api/agent/logs HTTP/1.1" 200 171 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,003 | INFO     | explorer.server | 📡 WebSocket client connected (4 total)
2026-04-06 23:36:05,013 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/status HTTP/1.1" 200 459 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,022 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/screens HTTP/1.1" 200 1559 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,027 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/stories HTTP/1.1" 200 311 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,075 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/agent/logs HTTP/1.1" 200 322 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,122 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/graph HTTP/1.1" 200 5844 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,205 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/status HTTP/1.1" 200 308 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,227 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/agent/logs HTTP/1.1" 200 171 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,484 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/status HTTP/1.1" 200 308 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,492 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/agent/logs HTTP/1.1" 200 171 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,498 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/screens HTTP/1.1" 200 1408 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,506 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/stories HTTP/1.1" 200 160 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,566 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "GET /api/graph HTTP/1.1" 200 5693 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:05,978 | INFO     | explorer.managed | Starting explorer: C:\Users\rylan\Documents\Github\opentelemetry-demo\src\react-native-explorer\venv\Scripts\python.exe -m agent --config config.yaml --managed
2026-04-06 23:36:06,469 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:06 +0200] "GET /api/status HTTP/1.1" 200 328 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:06,475 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:06 +0200] "GET /api/agent/logs HTTP/1.1" 200 171 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:06,530 | INFO     | explorer.managed | Explorer started with PID 31188
2026-04-06 23:36:07,200 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:07 +0200] "GET /api/status HTTP/1.1" 200 484 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:07,206 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:07 +0200] "GET /api/agent/logs HTTP/1.1" 200 322 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:08,096 | INFO     | explorer.managed | [Explorer] [EXPLORER] Starting managed explorer...
2026-04-06 23:36:08,100 | INFO     | explorer.managed | [Explorer] [EXPLORER] Initializing...
2026-04-06 23:36:08,113 | INFO     | explorer.managed | [Explorer] [EXPLORER] Connecting to database...
2026-04-06 23:36:08,117 | INFO     | explorer.managed | [Explorer] [EXPLORER] Database connected
2026-04-06 23:36:08,122 | INFO     | explorer.managed | [Explorer] [EXPLORER] Connecting to Android emulator...
2026-04-06 23:36:08,162 | INFO     | explorer.managed | [Explorer] [04/06/26 23:36:08] INFO     INFO:explorer.mcp:MCP: Starting connection...
2026-04-06 23:36:08,198 | INFO     | explorer.managed | [Explorer] [EXPLORER] MCP: Starting connection...
2026-04-06 23:36:08,237 | INFO     | explorer.managed | [Explorer] [EXPLORER] MCP: Creating exit stack...
2026-04-06 23:36:08,272 | INFO     | explorer.managed | [Explorer] [EXPLORER] MCP: Entering stdio context...
2026-04-06 23:36:08,331 | INFO     | explorer.managed | [Explorer] [EXPLORER] MCP: Creating client session...
2026-04-06 23:36:08,379 | INFO     | explorer.managed | [Explorer] [EXPLORER] MCP: Initializing session...
2026-04-06 23:36:08,481 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:08 +0200] "GET /api/status HTTP/1.1" 200 1383 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:08,497 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:08 +0200] "GET /api/agent/logs HTTP/1.1" 200 1222 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:08,538 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:05 +0200] "POST /api/agent/start HTTP/1.1" 200 331 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:08,578 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:08 +0200] "GET /api/status HTTP/1.1" 200 1383 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:08,670 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:08 +0200] "GET /api/agent/logs HTTP/1.1" 200 1222 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:09,198 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:09 +0200] "GET /api/status HTTP/1.1" 200 1534 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:09,204 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:09 +0200] "GET /api/agent/logs HTTP/1.1" 200 1373 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,203 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/status HTTP/1.1" 200 1534 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,209 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/status HTTP/1.1" 200 1534 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,216 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/status HTTP/1.1" 200 1534 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,223 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/status HTTP/1.1" 200 1534 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,265 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/screens HTTP/1.1" 200 1559 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,316 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/stories HTTP/1.1" 200 311 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,358 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/agent/logs HTTP/1.1" 200 1373 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,392 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/status HTTP/1.1" 200 1534 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,467 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/agent/logs HTTP/1.1" 200 1373 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,508 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/agent/logs HTTP/1.1" 200 1373 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,543 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/status HTTP/1.1" 200 1383 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,584 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/agent/logs HTTP/1.1" 200 1373 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,657 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/status HTTP/1.1" 200 1383 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,696 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/screens HTTP/1.1" 200 1559 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,729 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/stories HTTP/1.1" 200 311 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,775 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/agent/logs HTTP/1.1" 200 1222 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,846 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/agent/logs HTTP/1.1" 200 1373 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,876 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/agent/logs HTTP/1.1" 200 1222 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,914 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/screens HTTP/1.1" 200 1408 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:10,970 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/stories HTTP/1.1" 200 160 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:11,057 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/screens HTTP/1.1" 200 1559 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:11,146 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/stories HTTP/1.1" 200 311 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:11,194 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/graph HTTP/1.1" 200 5844 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:11,227 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:11 +0200] "GET /api/status HTTP/1.1" 200 1534 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:11,302 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:11 +0200] "GET /api/agent/logs HTTP/1.1" 200 1373 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:11,339 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:10 +0200] "GET /api/graph HTTP/1.1" 200 5693 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:11,386 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:11 +0200] "GET /api/graph HTTP/1.1" 200 5844 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:11,423 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:11 +0200] "GET /api/graph HTTP/1.1" 200 5844 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:13,023 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:13 +0200] "GET /api/status HTTP/1.1" 200 1534 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:13,028 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:13 +0200] "GET /api/agent/logs HTTP/1.1" 200 1373 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:36:13,162 | INFO     | explorer.server | 📡 WebSocket client disconnected (3 remaining)
2026-04-06 23:36:13,169 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:36:04 +0200] "GET /ws/live HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
