2026-04-06 23:59:44,846 | INFO     | explorer.server | UI static files served from: C:\Users\rylan\Documents\Github\opentelemetry-demo\src\react-native-explorer\ui
2026-04-06 23:59:44,849 | INFO     | explorer.server | API server running at http://127.0.0.1:5100
2026-04-07 00:00:04,753 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:04 +0200] "GET / HTTP/1.1" 200 341 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:06,353 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:06 +0200] "GET /index.html HTTP/1.1" 200 238 "http://127.0.0.1:5100/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:06,384 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:06 +0200] "GET /assets/index-DsWwc_nl.js HTTP/1.1" 200 253 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:06,388 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:06 +0200] "GET /assets/index-CR3pGX5j.css HTTP/1.1" 200 238 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:06,487 | INFO     | explorer.server | 📡 WebSocket client connected (1 total)
2026-04-07 00:00:06,493 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:06 +0200] "GET /api/status HTTP/1.1" 200 308 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:06,497 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:06 +0200] "GET /api/screens HTTP/1.1" 200 748 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:06,502 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:06 +0200] "GET /api/stories HTTP/1.1" 200 160 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:06,507 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:06 +0200] "GET /api/screens HTTP/1.1" 200 748 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:06,515 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:06 +0200] "GET /api/graph HTTP/1.1" 200 4307 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:17,202 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:17 +0200] "GET /api/graph HTTP/1.1" 200 4307 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:27,204 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:27 +0200] "GET /api/graph HTTP/1.1" 200 4307 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:36,494 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:36 +0200] "GET /api/graph HTTP/1.1" 200 4307 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:47,201 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:47 +0200] "GET /api/graph HTTP/1.1" 200 4307 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:00:57,205 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:00:57 +0200] "GET /api/graph HTTP/1.1" 200 4307 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:01:07,209 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:01:07 +0200] "GET /api/graph HTTP/1.1" 200 4307 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:01:17,203 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:01:17 +0200] "GET /api/graph HTTP/1.1" 200 4307 "http://127.0.0.1:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
