2026-04-06 23:06:27,258 | INFO     | explorer.server | UI static files served from: ui
2026-04-06 23:06:27,260 | INFO     | explorer.server | API server running at http://127.0.0.1:3000
2026-04-06 23:06:34,786 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:06:34 +0200] "GET / HTTP/1.1" 200 302 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:06:36,102 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:06:36 +0200] "GET / HTTP/1.1" 200 302 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:06:36,304 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:06:36 +0200] "GET / HTTP/1.1" 200 302 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:06:38,120 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:06:38 +0200] "GET /index.html HTTP/1.1" 200 239 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:06:54,759 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:06:54 +0200] "GET / HTTP/1.1" 200 302 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:06:57,250 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:06:57 +0200] "GET / HTTP/1.1" 200 302 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:08:28,288 | INFO     | explorer.server | 🌐 API server stopped
