2026-04-06 23:33:31,661 | INFO     | explorer.server | UI static files served from: ui
2026-04-06 23:33:31,664 | INFO     | explorer.server | API server running at http://127.0.0.1:5100
2026-04-06 23:33:32,007 | INFO     | explorer.server | 📡 WebSocket client connected (1 total)
2026-04-06 23:33:32,100 | INFO     | explorer.server | 📡 WebSocket client connected (2 total)
2026-04-06 23:33:33,892 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:33 +0200] "GET /api/status HTTP/1.1" 200 459 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:33,916 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:33 +0200] "GET /api/screens HTTP/1.1" 200 947 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:33,925 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:33 +0200] "GET /api/stories HTTP/1.1" 200 311 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:33,946 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:33 +0200] "GET /api/status HTTP/1.1" 200 459 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:34,038 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:34 +0200] "GET /api/agent/logs HTTP/1.1" 200 322 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:34,089 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:34 +0200] "GET /api/agent/logs HTTP/1.1" 200 322 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:34,253 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:33 +0200] "GET /api/graph HTTP/1.1" 200 1967 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:34,861 | INFO     | explorer.server | 📡 WebSocket client disconnected (1 remaining)
2026-04-06 23:33:34,866 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:32 +0200] "GET /ws/live HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:44,176 | INFO     | explorer.server | 📡 WebSocket client connected (2 total)
2026-04-06 23:33:44,182 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:44 +0200] "GET /api/status HTTP/1.1" 200 459 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:44,190 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:44 +0200] "GET /api/screens HTTP/1.1" 200 947 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:44,200 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:44 +0200] "GET /api/stories HTTP/1.1" 200 311 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:44,258 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:44 +0200] "GET /api/graph HTTP/1.1" 200 1967 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:44,325 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:44 +0200] "GET /api/agent/logs HTTP/1.1" 200 322 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:46,182 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:46 +0200] "GET /api/status HTTP/1.1" 200 459 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:46,187 | INFO     | aiohttp.access | 127.0.0.1 [06/Apr/2026:23:33:46 +0200] "GET /api/agent/logs HTTP/1.1" 200 322 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-06 23:33:46,601 | INFO     | explorer.managed | Starting explorer: C:\Users\rylan\Documents\Github\opentelemetry-demo\src\react-native-explorer\venv\Scripts\python.exe -m agent --config config.yaml --managed
2026-04-06 23:33:47,173 | INFO     | explorer.managed | Explorer started with PID 23740
