2026-04-07 00:26:43,932 | INFO     | explorer.server | UI static files served from: C:\Users\rylan\Documents\Github\opentelemetry-demo\src\react-native-explorer\ui
2026-04-07 00:26:43,935 | INFO     | explorer.server | API server running at http://127.0.0.1:5100
2026-04-07 00:26:44,086 | INFO     | explorer.mcp | MCP: Starting connection...
2026-04-07 00:26:44,121 | INFO     | explorer.server | 📡 WebSocket client connected (1 total)
2026-04-07 00:26:44,473 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:26:44 +0200] "GET / HTTP/1.1" 200 341 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:26:45,023 | INFO     | explorer.server | 📡 WebSocket client disconnected (0 remaining)
2026-04-07 00:26:45,023 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:26:44 +0200] "GET /ws/live HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:26:46,624 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:26:46 +0200] "GET /index.html HTTP/1.1" 200 238 "http://localhost:5100/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:26:46,644 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:26:46 +0200] "GET /assets/index-wYYBW68i.js HTTP/1.1" 200 253 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:26:46,647 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:26:46 +0200] "GET /assets/index-CR3pGX5j.css HTTP/1.1" 200 238 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-07 00:26:46,736 | INFO     | aiohttp.access | 127.0.0.1 [07/Apr/2026:00:26:46 +0200] "GET /api/screens HTTP/1.1" 200 5311 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
