2026-04-12 01:21:13,705 | INFO     | explorer.server | UI static files served from: C:\Users\rylan\Documents\Github\opentelemetry-demo\src\react-native-explorer\ui
2026-04-12 01:21:13,707 | INFO     | explorer.server | API server running at http://127.0.0.1:5100
2026-04-12 01:21:13,843 | INFO     | explorer.mcp | MCP: Starting connection...
2026-04-12 01:21:14,216 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:14 +0200] "GET / HTTP/1.1" 200 341 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:15,537 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:15 +0200] "GET /index.html HTTP/1.1" 200 238 "http://localhost:5100/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:15,554 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:15 +0200] "GET /assets/index-mRfiHnyM.js HTTP/1.1" 200 253 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:15,557 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:15 +0200] "GET /assets/index-dLJqJPNQ.css HTTP/1.1" 200 238 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:15,614 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:15 +0200] "GET /api/screens HTTP/1.1" 200 160 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:15,618 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:15 +0200] "GET /api/stories HTTP/1.1" 200 160 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:15,624 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:15 +0200] "GET /api/status HTTP/1.1" 200 350 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:15,626 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:15 +0200] "GET /api/graph HTTP/1.1" 200 301 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:15,629 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:15 +0200] "GET /api/screens HTTP/1.1" 200 160 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:15,928 | INFO     | explorer.server | 📡 WebSocket client connected (1 total)
2026-04-12 01:21:16,175 | INFO     | explorer.server | 📡 WebSocket client connected (2 total)
2026-04-12 01:21:19,607 | INFO     | explorer.mcp | MCP: Tools discovered: mobile_install_app, mobile_list_available_devices, mobile_get_orientation, mobile_press_button, mobile_set_orientation, mobile_type_keys, mobile_launch_app, mobile_save_screenshot, mobile_double_tap_on_screen, mobile_list_elements_on_screen, mobile_stop_screen_recording, mobile_list_apps, mobile_long_press_on_screen_at_coordinates, mobile_swipe_on_screen, mobile_terminate_app, mobile_open_url, mobile_start_screen_recording, mobile_take_screenshot, mobile_get_screen_size, mobile_uninstall_app, mobile_click_on_screen_at_coordinates
2026-04-12 01:21:20,056 | INFO     | explorer.mcp | 📱 Using device: emulator-5554
2026-04-12 01:21:20,936 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:20 +0200] "GET /api/graph HTTP/1.1" 200 320 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:21,771 | INFO     | explorer.server | 📡 WebSocket client disconnected (1 remaining)
2026-04-12 01:21:21,772 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:16 +0200] "GET /ws/live HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:25,619 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:25 +0200] "GET /api/graph HTTP/1.1" 200 301 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:26,234 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:26 +0200] "POST /api/agent/start HTTP/1.1" 200 359 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:29,956 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:29 +0200] "GET /api/live-screenshot HTTP/1.1" 200 180638 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:31,176 | INFO     | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-12 01:21:32,725 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:32 +0200] "GET /api/live-screenshot HTTP/1.1" 200 180638 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:35,618 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:35 +0200] "GET /api/graph HTTP/1.1" 200 301 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:35,715 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:35 +0200] "GET /api/live-screenshot HTTP/1.1" 200 180638 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:37,329 | INFO     | explorer.vision | [ai]🔍 Analyzed screen: Product List[/ai] (14 elements)
2026-04-12 01:21:37,472 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:37 +0200] "GET /api/graph HTTP/1.1" 200 5386 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:39,141 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:38 +0200] "GET /api/live-screenshot HTTP/1.1" 200 180638 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:41,847 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:41 +0200] "GET /api/live-screenshot HTTP/1.1" 200 209154 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:45,616 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:45 +0200] "GET /api/graph HTTP/1.1" 200 6038 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:47,883 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:44 +0200] "GET /api/live-screenshot HTTP/1.1" 200 208486 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:48,376 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:47 +0200] "GET /api/live-screenshot HTTP/1.1" 200 208486 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:49,093 | INFO     | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-12 01:21:50,744 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:50 +0200] "GET /api/live-screenshot HTTP/1.1" 200 208486 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:53,733 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:53 +0200] "GET /api/live-screenshot HTTP/1.1" 200 208486 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:53,967 | INFO     | explorer.vision | [ai]🔍 Analyzed screen: Product List[/ai] (9 elements)
2026-04-12 01:21:54,089 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:54 +0200] "GET /api/graph HTTP/1.1" 200 9676 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:54,096 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:54 +0200] "GET /api/graph HTTP/1.1" 200 9696 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:55,619 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:55 +0200] "GET /api/graph HTTP/1.1" 200 10010 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:21:57,109 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:56 +0200] "GET /api/live-screenshot HTTP/1.1" 200 208486 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 01:22:00,179 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:01:21:59 +0200] "GET /api/live-screenshot HTTP/1.1" 200 215090 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
