2026-04-12 02:17:50,008 | INFO     | explorer.server | UI static files served from: C:\Users\rylan\Documents\Github\opentelemetry-demo\src\react-native-explorer\ui
2026-04-12 02:17:50,011 | INFO     | explorer.server | API server running at http://127.0.0.1:5100
2026-04-12 02:17:50,191 | INFO     | explorer.mcp | MCP: Starting connection...
2026-04-12 02:17:50,583 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:17:50 +0200] "GET / HTTP/1.1" 200 341 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:17:52,211 | INFO     | explorer.server | 📡 WebSocket client connected (1 total)
2026-04-12 02:17:57,811 | INFO     | explorer.mcp | MCP: Tools discovered: mobile_terminate_app, mobile_click_on_screen_at_coordinates, mobile_take_screenshot, mobile_get_screen_size, mobile_open_url, mobile_set_orientation, mobile_get_orientation, mobile_swipe_on_screen, mobile_list_available_devices, mobile_uninstall_app, mobile_start_screen_recording, mobile_press_button, mobile_list_elements_on_screen, mobile_list_apps, mobile_double_tap_on_screen, mobile_install_app, mobile_type_keys, mobile_stop_screen_recording, mobile_launch_app, mobile_long_press_on_screen_at_coordinates, mobile_save_screenshot
2026-04-12 02:17:58,307 | INFO     | explorer.mcp | 📱 Using device: emulator-5554
2026-04-12 02:18:04,615 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:04 +0200] "GET /api/graph HTTP/1.1" 200 301 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:15,198 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:15 +0200] "GET /api/graph HTTP/1.1" 200 301 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:25,208 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:25 +0200] "GET /api/graph HTTP/1.1" 200 301 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:27,930 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:27 +0200] "GET /api/status HTTP/1.1" 200 326 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:27,934 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:27 +0200] "GET /api/graph HTTP/1.1" 200 320 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:27,936 | INFO     | explorer.server | 📡 WebSocket client connected (2 total)
2026-04-12 02:18:28,358 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:27 +0200] "GET /api/live-screenshot?t=0 HTTP/1.1" 200 191801 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:34,818 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:34 +0200] "GET /index.html HTTP/1.1" 304 179 "http://localhost:5100/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:34,836 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:34 +0200] "GET /assets/index-mRfiHnyM.js HTTP/1.1" 304 180 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:34,838 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:34 +0200] "GET /assets/index-dLJqJPNQ.css HTTP/1.1" 304 179 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:34,916 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:34 +0200] "GET /api/screens HTTP/1.1" 200 160 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:34,920 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:34 +0200] "GET /api/stories HTTP/1.1" 200 160 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:34,923 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:34 +0200] "GET /api/status HTTP/1.1" 200 307 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:34,925 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:34 +0200] "GET /api/graph HTTP/1.1" 200 301 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:34,927 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:34 +0200] "GET /api/screens HTTP/1.1" 200 160 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:35,198 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:35 +0200] "GET /api/graph HTTP/1.1" 200 301 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:35,228 | INFO     | explorer.server | 📡 WebSocket client connected (3 total)
2026-04-12 02:18:36,003 | INFO     | explorer.server | 📡 WebSocket client disconnected (2 remaining)
2026-04-12 02:18:36,004 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:17:52 +0200] "GET /ws/live HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:39,725 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:39 +0200] "GET /api/live-screenshot HTTP/1.1" 200 191782 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:42,716 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:42 +0200] "GET /api/live-screenshot HTTP/1.1" 200 191782 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:45,197 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:45 +0200] "GET /api/graph HTTP/1.1" 200 301 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:45,671 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:45 +0200] "GET /api/live-screenshot HTTP/1.1" 200 191782 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:47,298 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:47 +0200] "POST /api/agent/start HTTP/1.1" 200 389 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:50,783 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:48 +0200] "GET /api/live-screenshot HTTP/1.1" 200 191782 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:51,737 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:51 +0200] "GET /api/live-screenshot HTTP/1.1" 200 191782 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:51,999 | INFO     | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-12 02:18:54,687 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:54 +0200] "GET /api/live-screenshot HTTP/1.1" 200 191782 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:55,202 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:55 +0200] "GET /api/graph HTTP/1.1" 200 301 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:57,657 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:57 +0200] "GET /api/live-screenshot HTTP/1.1" 200 191782 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:58,390 | INFO     | explorer.vision | [ai]🔍 Analyzed screen: Product List[/ai] (14 elements)
2026-04-12 02:18:58,525 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:58 +0200] "GET /api/graph HTTP/1.1" 200 5466 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:58,526 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:58 +0200] "GET /api/graph HTTP/1.1" 200 5485 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:18:58,553 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:18:58 +0200] "GET /api/screenshots/20260412_021858_391904.png HTTP/1.1" 200 260 "http://localhost:3001/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:19:01,068 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:19:00 +0200] "GET /api/live-screenshot HTTP/1.1" 200 211382 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:19:05,204 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:19:05 +0200] "GET /api/graph HTTP/1.1" 200 5785 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:19:06,199 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:19:03 +0200] "GET /api/live-screenshot HTTP/1.1" 200 210710 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:19:06,679 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:19:06 +0200] "GET /api/live-screenshot HTTP/1.1" 200 210710 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:19:07,370 | INFO     | httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-12 02:19:09,644 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:19:09 +0200] "GET /api/live-screenshot HTTP/1.1" 200 191622 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
2026-04-12 02:19:11,472 | INFO     | explorer.vision | [ai]🔍 Analyzed screen: Product List[/ai] (9 elements)
2026-04-12 02:19:11,582 | INFO     | aiohttp.access | 127.0.0.1 [12/Apr/2026:02:19:11 +0200] "GET /api/graph HTTP/1.1" 200 9396 "http://localhost:5100/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
